fecha_sintomas,sexo,total,total_prom_mov7,total_acumulado
2021-11-12,HOMBRE,1093,1257,1943194
2021-11-12,MUJER,1247,1432,1959861
2021-11-13,HOMBRE,1035,1219,1944229
2021-11-13,MUJER,1201,1405,1961062
2021-11-14,HOMBRE,1064,1201,1945293
2021-11-14,MUJER,1274,1379,1962336
2021-11-15,HOMBRE,1397,1185,1946690
2021-11-15,MUJER,1641,1368,1963977
2021-11-16,HOMBRE,1212,1178,1947902
2021-11-16,MUJER,1442,1364,1965419
2021-11-17,HOMBRE,1459,1194,1949361
2021-11-17,MUJER,1606,1378,1967025
2021-11-18,HOMBRE,1253,1216,1950614
2021-11-18,MUJER,1378,1398,1968403
2021-11-19,HOMBRE,1320,1248,1951934
2021-11-19,MUJER,1522,1437,1969925
2021-11-20,HOMBRE,1518,1317,1953452
2021-11-20,MUJER,1633,1499,1971558
2021-11-21,HOMBRE,1130,1327,1954582
2021-11-21,MUJER,1241,1494,1972799
2021-11-22,HOMBRE,1329,1317,1955911
2021-11-22,MUJER,1590,1487,1974389
2021-11-23,HOMBRE,1168,1311,1957079
2021-11-23,MUJER,1297,1466,1975686
2021-11-24,HOMBRE,1087,1257,1958166
2021-11-24,MUJER,1257,1416,1976943
2021-11-25,HOMBRE,1245,1256,1959411
2021-11-25,MUJER,1422,1423,1978365
2021-11-26,HOMBRE,1110,1226,1960521
2021-11-26,MUJER,1286,1389,1979651
2021-11-27,HOMBRE,1074,1163,1961595
2021-11-27,MUJER,1251,1334,1980902
2021-11-28,HOMBRE,1333,1192,1962928
2021-11-28,MUJER,1528,1375,1982430
2021-11-29,HOMBRE,1325,1191,1964253
2021-11-29,MUJER,1525,1366,1983955
2021-11-30,HOMBRE,1215,1198,1965468
2021-11-30,MUJER,1458,1389,1985413
2021-12-01,HOMBRE,1378,1240,1966846
2021-12-01,MUJER,1535,1429,1986948
2021-12-02,HOMBRE,1128,1223,1967974
2021-12-02,MUJER,1304,1412,1988252
2021-12-03,HOMBRE,1063,1216,1969037
2021-12-03,MUJER,1343,1420,1989595
2021-12-04,HOMBRE,1089,1218,1970126
2021-12-04,MUJER,1252,1420,1990847
2021-12-05,HOMBRE,1147,1192,1971273
2021-12-05,MUJER,1322,1391,1992169
2021-12-06,HOMBRE,1314,1190,1972587
2021-12-06,MUJER,1536,1392,1993705
2021-12-07,HOMBRE,1058,1168,1973645
2021-12-07,MUJER,1322,1373,1995027
2021-12-08,HOMBRE,1031,1118,1974676
2021-12-08,MUJER,1152,1318,1996179
2021-12-09,HOMBRE,907,1087,1975583
2021-12-09,MUJER,1099,1289,1997278
2021-12-10,HOMBRE,1193,1105,1976776
2021-12-10,MUJER,1485,1309,1998763
2021-12-11,HOMBRE,873,1074,1977649
2021-12-11,MUJER,1060,1282,1999823
2021-12-12,HOMBRE,1056,1061,1978705
2021-12-12,MUJER,1274,1275,2001097
2021-12-13,HOMBRE,1313,1061,1980018
2021-12-13,MUJER,1432,1260,2002529
2021-12-14,HOMBRE,1108,1068,1981126
2021-12-14,MUJER,1241,1249,2003770
2021-12-15,HOMBRE,1106,1079,1982232
2021-12-15,MUJER,1282,1267,2005052
2021-12-16,HOMBRE,990,1091,1983222
2021-12-16,MUJER,1167,1277,2006219
2021-12-17,HOMBRE,1146,1084,1984368
2021-12-17,MUJER,1265,1245,2007484
2021-12-18,HOMBRE,1209,1132,1985577
2021-12-18,MUJER,1427,1298,2008911
2021-12-19,HOMBRE,1289,1165,1986866
2021-12-19,MUJER,1498,1330,2010409
2021-12-20,HOMBRE,2023,1267,1988889
2021-12-20,MUJER,2391,1467,2012800
2021-12-21,HOMBRE,1582,1335,1990471
2021-12-21,MUJER,1888,1559,2014688
2021-12-22,HOMBRE,1702,1420,1992173
2021-12-22,MUJER,1989,1660,2016677
2021-12-23,HOMBRE,1931,1554,1994104
2021-12-23,MUJER,2291,1821,2018968
2021-12-24,HOMBRE,2435,1738,1996539
2021-12-24,MUJER,2994,2068,2021962
2021-12-25,HOMBRE,2826,1969,1999365
2021-12-25,MUJER,3654,2386,2025616
2021-12-26,HOMBRE,3892,2341,2003257
2021-12-26,MUJER,5023,2890,2030639
2021-12-27,HOMBRE,5068,2776,2008325
2021-12-27,MUJER,6648,3498,2037287
2021-12-28,HOMBRE,5130,3283,2013455
2021-12-28,MUJER,6537,4162,2043824
2021-12-29,HOMBRE,4530,3687,2017985
2021-12-29,MUJER,5988,4733,2049812
2021-12-30,HOMBRE,4908,4112,2022893
2021-12-30,MUJER,6444,5326,2056256
2021-12-31,HOMBRE,6398,4678,2029291
2021-12-31,MUJER,8820,6159,2065076
2022-01-01,HOMBRE,11466,5913,2040757
2022-01-01,MUJER,15483,7849,2080559
2022-01-02,HOMBRE,11833,7047,2052590
2022-01-02,MUJER,15856,9396,2096415
2022-01-03,HOMBRE,17678,8849,2070268
2022-01-03,MUJER,24231,11908,2120646
2022-01-04,HOMBRE,15894,10386,2086162
2022-01-04,MUJER,20909,13961,2141555
2022-01-05,HOMBRE,17202,12197,2103364
2022-01-05,MUJER,22646,16341,2164201
2022-01-06,HOMBRE,17016,13926,2120380
2022-01-06,MUJER,22330,18610,2186531
2022-01-07,HOMBRE,19904,15856,2140284
2022-01-07,MUJER,26582,21148,2213113
2022-01-08,HOMBRE,20890,17202,2161174
2022-01-08,MUJER,28237,22970,2241350
2022-01-09,HOMBRE,23088,18810,2184262
2022-01-09,MUJER,30843,25111,2272193
2022-01-10,HOMBRE,34783,21253,2219045
2022-01-10,MUJER,44689,28033,2316882
2022-01-11,HOMBRE,26525,22772,2245570
2022-01-11,MUJER,34155,29926,2351037
2022-01-12,HOMBRE,25766,23996,2271336
2022-01-12,MUJER,32601,31348,2383638
2022-01-13,HOMBRE,23680,24948,2295016
2022-01-13,MUJER,30037,32449,2413675
2022-01-14,HOMBRE,24457,25598,2319473
2022-01-14,MUJER,31055,33088,2444730
2022-01-15,HOMBRE,25391,26241,2344864
2022-01-15,MUJER,32199,33654,2476929
2022-01-16,HOMBRE,24223,26403,2369087
2022-01-16,MUJER,30484,33602,2507413
2022-01-17,HOMBRE,30654,25813,2399741
2022-01-17,MUJER,38242,32681,2545655
2022-01-18,HOMBRE,25799,25710,2425540
2022-01-18,MUJER,32056,32382,2577711
2022-01-19,HOMBRE,21639,25120,2447179
2022-01-19,MUJER,26982,31579,2604693
2022-01-20,HOMBRE,21614,24825,2468793
2022-01-20,MUJER,26973,31141,2631666
2022-01-21,HOMBRE,17713,23861,2486506
2022-01-21,MUJER,22556,29927,2654222
2022-01-22,HOMBRE,16650,22613,2503156
2022-01-22,MUJER,21071,28337,2675293
2022-01-23,HOMBRE,16555,21517,2519711
2022-01-23,MUJER,21222,27014,2696515
2022-01-24,HOMBRE,20112,20011,2539823
2022-01-24,MUJER,25044,25129,2721559
2022-01-25,HOMBRE,16444,18675,2556267
2022-01-25,MUJER,20973,23545,2742532
2022-01-26,HOMBRE,13814,17557,2570081
2022-01-26,MUJER,17316,22165,2759848
2022-01-27,HOMBRE,11629,16131,2581710
2022-01-27,MUJER,14689,20410,2774537
2022-01-28,HOMBRE,11168,15196,2592878
2022-01-28,MUJER,14166,19211,2788703
2022-01-29,HOMBRE,9359,14154,2602237
2022-01-29,MUJER,11712,17874,2800415
2022-01-30,HOMBRE,10183,13244,2612420
2022-01-30,MUJER,12785,16669,2813200
2022-01-31,HOMBRE,11271,11981,2623691
2022-01-31,MUJER,14277,15131,2827477
2022-02-01,HOMBRE,10438,11123,2634129
2022-02-01,MUJER,13242,14026,2840719
2022-02-02,HOMBRE,7268,10188,2641397
2022-02-02,MUJER,9019,12841,2849738
2022-02-03,HOMBRE,6067,9393,2647464
2022-02-03,MUJER,7316,11788,2857054
2022-02-04,HOMBRE,5267,8550,2652731
2022-02-04,MUJER,6542,10699,2863596
2022-02-05,HOMBRE,5285,7968,2658016
2022-02-05,MUJER,6738,9988,2870334
2022-02-06,HOMBRE,4815,7201,2662831
2022-02-06,MUJER,6205,9048,2876539
2022-02-07,HOMBRE,5719,6408,2668550
2022-02-07,MUJER,7202,8037,2883741
2022-02-08,HOMBRE,5483,5700,2674033
2022-02-08,MUJER,6900,7131,2890641
2022-02-09,HOMBRE,4607,5320,2678640
2022-02-09,MUJER,5803,6672,2896444
2022-02-10,HOMBRE,4569,5106,2683209
2022-02-10,MUJER,5770,6451,2902214
2022-02-11,HOMBRE,3559,4862,2686768
2022-02-11,MUJER,4695,6187,2906909
2022-02-12,HOMBRE,3525,4611,2690293
2022-02-12,MUJER,4512,5869,2911421
2022-02-13,HOMBRE,3628,4441,2693921
2022-02-13,MUJER,4706,5655,2916127
2022-02-14,HOMBRE,4072,4206,2697993
2022-02-14,MUJER,5108,5356,2921235
2022-02-15,HOMBRE,3540,3928,2701533
2022-02-15,MUJER,4669,5037,2925904
2022-02-16,HOMBRE,2887,3682,2704420
2022-02-16,MUJER,3768,4746,2929672
2022-02-17,HOMBRE,2587,3399,2707007
2022-02-17,MUJER,3217,4382,2932889
2022-02-18,HOMBRE,2460,3242,2709467
2022-02-18,MUJER,3192,4167,2936081
2022-02-19,HOMBRE,2263,3062,2711730
2022-02-19,MUJER,2917,3939,2938998
2022-02-20,HOMBRE,2739,2935,2714469
2022-02-20,MUJER,3301,3738,2942299
2022-02-21,HOMBRE,2534,2715,2717003
2022-02-21,MUJER,3144,3458,2945443
2022-02-22,HOMBRE,1974,2492,2718977
2022-02-22,MUJER,2503,3148,2947946
2022-02-23,HOMBRE,1708,2323,2720685
2022-02-23,MUJER,1971,2892,2949917
2022-02-24,HOMBRE,1323,2143,2722008
2022-02-24,MUJER,1578,2658,2951495
2022-02-25,HOMBRE,1273,1973,2723281
2022-02-25,MUJER,1570,2426,2953065
2022-02-26,HOMBRE,1151,1814,2724432
2022-02-26,MUJER,1404,2210,2954469
2022-02-27,HOMBRE,1164,1589,2725596
2022-02-27,MUJER,1577,1963,2956046
2022-02-28,HOMBRE,1580,1453,2727176
2022-02-28,MUJER,2116,1817,2958162
2022-03-01,HOMBRE,1310,1358,2728486
2022-03-01,MUJER,1657,1696,2959819
2022-03-02,HOMBRE,1002,1257,2729488
2022-03-02,MUJER,1231,1590,2961050
2022-03-03,HOMBRE,903,1197,2730391
2022-03-03,MUJER,1082,1519,2962132
2022-03-04,HOMBRE,743,1121,2731134
2022-03-04,MUJER,1029,1442,2963161
2022-03-05,HOMBRE,795,1071,2731929
2022-03-05,MUJER,960,1378,2964121
2022-03-06,HOMBRE,884,1031,2732813
2022-03-06,MUJER,1067,1306,2965188
2022-03-07,HOMBRE,1041,954,2733854
2022-03-07,MUJER,1290,1188,2966478
2022-03-08,HOMBRE,805,881,2734659
2022-03-08,MUJER,1035,1099,2967513
2022-03-09,HOMBRE,715,840,2735374
2022-03-09,MUJER,832,1042,2968345
2022-03-10,HOMBRE,703,812,2736077
2022-03-10,MUJER,899,1016,2969244
2022-03-11,HOMBRE,540,783,2736617
2022-03-11,MUJER,725,972,2969969
2022-03-12,HOMBRE,510,742,2737127
2022-03-12,MUJER,707,936,2970676
2022-03-13,HOMBRE,608,703,2737735
2022-03-13,MUJER,796,897,2971472
2022-03-14,HOMBRE,713,656,2738448
2022-03-14,MUJER,910,843,2972382
2022-03-15,HOMBRE,646,633,2739094
2022-03-15,MUJER,746,802,2973128
2022-03-16,HOMBRE,453,596,2739547
2022-03-16,MUJER,631,773,2973759
2022-03-17,HOMBRE,383,550,2739930
2022-03-17,MUJER,516,718,2974275
2022-03-18,HOMBRE,366,525,2740296
2022-03-18,MUJER,478,683,2974753
2022-03-19,HOMBRE,323,498,2740619
2022-03-19,MUJER,420,642,2975173
2022-03-20,HOMBRE,408,470,2741027
2022-03-20,MUJER,537,605,2975710
2022-03-21,HOMBRE,476,436,2741503
2022-03-21,MUJER,593,560,2976303
2022-03-22,HOMBRE,562,424,2742065
2022-03-22,MUJER,685,551,2976988
2022-03-23,HOMBRE,402,417,2742467
2022-03-23,MUJER,524,536,2977512
2022-03-24,HOMBRE,316,407,2742783
2022-03-24,MUJER,428,523,2977940
2022-03-25,HOMBRE,369,408,2743152
2022-03-25,MUJER,410,513,2978350
2022-03-26,HOMBRE,343,410,2743495
2022-03-26,MUJER,428,515,2978778
2022-03-27,HOMBRE,441,415,2743936
2022-03-27,MUJER,504,510,2979282
2022-03-28,HOMBRE,525,422,2744461
2022-03-28,MUJER,641,517,2979923
2022-03-29,HOMBRE,376,396,2744837
2022-03-29,MUJER,521,493,2980444
2022-03-30,HOMBRE,351,388,2745188
2022-03-30,MUJER,379,473,2980823
2022-03-31,HOMBRE,243,378,2745431
2022-03-31,MUJER,299,454,2981122
2022-04-01,HOMBRE,269,364,2745700
2022-04-01,MUJER,349,445,2981471
2022-04-02,HOMBRE,234,348,2745934
2022-04-02,MUJER,290,426,2981761
2022-04-03,HOMBRE,279,325,2746213
2022-04-03,MUJER,362,405,2982123
2022-04-04,HOMBRE,346,299,2746559
2022-04-04,MUJER,415,373,2982538
2022-04-05,HOMBRE,282,286,2746841
2022-04-05,MUJER,373,352,2982911
2022-04-06,HOMBRE,257,272,2747098
2022-04-06,MUJER,310,342,2983221
2022-04-07,HOMBRE,234,271,2747332
2022-04-07,MUJER,284,340,2983505
2022-04-08,HOMBRE,209,263,2747541
2022-04-08,MUJER,240,324,2983745
2022-04-09,HOMBRE,202,258,2747743
2022-04-09,MUJER,228,316,2983973
2022-04-10,HOMBRE,240,252,2747983
2022-04-10,MUJER,276,303,2984249
2022-04-11,HOMBRE,233,236,2748216
2022-04-11,MUJER,285,285,2984534
2022-04-12,HOMBRE,173,221,2748389
2022-04-12,MUJER,204,261,2984738
2022-04-13,HOMBRE,138,204,2748527
2022-04-13,MUJER,194,244,2984932
2022-04-14,HOMBRE,119,187,2748646
2022-04-14,MUJER,155,226,2985087
2022-04-15,HOMBRE,147,178,2748793
2022-04-15,MUJER,181,217,2985268
2022-04-16,HOMBRE,179,175,2748972
2022-04-16,MUJER,239,219,2985507
2022-04-17,HOMBRE,195,169,2749167
2022-04-17,MUJER,272,218,2985779
2022-04-18,HOMBRE,293,177,2749460
2022-04-18,MUJER,395,234,2986174
2022-04-19,HOMBRE,217,184,2749677
2022-04-19,MUJER,280,245,2986454
2022-04-20,HOMBRE,205,193,2749882
2022-04-20,MUJER,253,253,2986707
2022-04-21,HOMBRE,177,201,2750059
2022-04-21,MUJER,239,265,2986946
2022-04-22,HOMBRE,158,203,2750217
2022-04-22,MUJER,202,268,2987148
2022-04-23,HOMBRE,166,201,2750383
2022-04-23,MUJER,246,269,2987394
2022-04-24,HOMBRE,215,204,2750598
2022-04-24,MUJER,288,271,2987682
2022-04-25,HOMBRE,214,193,2750812
2022-04-25,MUJER,313,260,2987995
2022-04-26,HOMBRE,170,186,2750982
2022-04-26,MUJER,249,255,2988244
2022-04-27,HOMBRE,132,176,2751114
2022-04-27,MUJER,149,240,2988393
2022-04-28,HOMBRE,62,159,2751176
2022-04-28,MUJER,80,218,2988473
2022-04-29,HOMBRE,10,138,2751186
2022-04-29,MUJER,21,192,2988494
